Solving by Dynamic Programming...
buffer: HS problem 2641 size 10 20 density  0.20
numCustomers: 10
numProducts: 20
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 
1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 
0 1 0 0 0 1 0 0 0 0 1 0 1 0 1 0 1 1 0 0 
0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 
0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 
0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 
0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 
1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 
Best sequence:
0 5 7 10 12 15 19 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
OpenStacks: 4
Took 3.8 seconds

buffer: HS problem 2642 size 10 20 density  0.20
numCustomers: 10
numProducts: 20
0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 1 
1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 
0 1 1 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 
1 0 1 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0 
0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 
0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 
Best sequence:
4 5 7 8 11 16 17 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
OpenStacks: 4
Took 3 seconds

buffer: HS problem 2643 size 10 20 density  0.20
numCustomers: 10
numProducts: 20
0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1 0 0 1 
