Solving by Brute Force...
buffer: HS problem 1101 size 30 10 density  0.20
numCustomers: 30
numProducts: 10
0 0 0 0 0 0 0 0 0 1 
1 1 1 0 0 0 0 0 0 0 
0 1 1 1 0 1 0 0 0 0 
0 0 0 0 1 0 0 1 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 1 1 1 0 
0 0 0 0 1 0 0 1 0 0 
0 0 0 1 0 1 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 1 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 1 0 
1 0 0 0 0 0 0 0 1 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
1 0 1 0 0 0 0 1 0 0 
0 1 0 0 0 1 0 0 0 0 
1 0 1 0 0 0 0 0 1 0 
0 0 0 0 1 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 1 0 1 0 0 
0 0 0 0 0 0 1 0 0 0 
0 0 1 1 0 0 1 0 1 0 
1 0 0 1 0 0 0 1 0 0 
1 0 1 1 0 0 1 1 0 0 
Best Sequence: 
9 7 4 3 5 6 2 0 1 8 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 1 0 
0 0 0 1 1 0 1 0 1 0 
0 1 1 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
1 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 1 0 0 0 1 
0 1 1 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 1 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 1 1 0 0 
0 0 0 0 1 0 0 0 1 0 
0 0 0 0 0 0 1 1 0 1 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
0 0 0 1 0 0 0 0 0 0 
0 1 0 0 1 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 1 
0 1 0 1 0 0 0 1 0 0 
0 1 0 1 0 1 1 1 0 0 
OpenStacks: 12
Took 57.04 seconds

buffer: HS problem 1102 size 30 10 density  0.20
numCustomers: 30
numProducts: 10
0 1 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 1 0 0 0 0 1 1 0 
0 0 1 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 0 
0 1 1 0 0 0 0 0 0 0 
1 1 1 0 1 1 1 0 0 0 
1 0 0 1 0 0 0 0 0 1 
1 0 0 0 1 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 1 0 0 
0 0 0 1 0 0 0 0 1 1 
0 0 1 0 1 0 1 0 1 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 1 0 1 0 1 0 0 0 1 
