Solving by Dynamic Programming...
buffer: HS problem 1651 size 15 15 density  0.20
numCustomers: 15
numProducts: 15
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 
0 1 0 0 0 1 1 0 0 0 1 0 1 0 1 
0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 
1 0 1 0 1 0 1 1 0 1 1 1 1 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 
Best sequence:
0 1 2 4 5 6 10 12 7 14 8 9 3 11 13 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 
1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 
0 1 0 0 1 1 1 1 0 1 0 0 0 0 0 
0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 
1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 
1 0 1 1 0 1 1 1 1 0 0 1 0 1 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 
OpenStacks: 7
Took 1.45 seconds

buffer: HS problem 1652 size 15 15 density  0.20
numCustomers: 15
numProducts: 15
0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 
1 1 0 0 1 0 0 0 0 1 0 0 1 1 0 
0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 
0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 
0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 
