Solving by Dynamic Programming...
buffer: HS problem 3411 size 40 20 density  0.20
numCustomers: 40
numProducts: 20
0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 
0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 
0 1 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 1 0 0 
0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 
1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 
0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 
1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 
1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 
0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
1 1 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 1 
1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 
0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 
0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 1 1 0 0 
1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 
1 1 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 
0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 
0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 
0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 
Best sequence:
2 5 8 10 13 15 18 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
