Solving by Dynamic Programming...
buffer: HS problem 551 size 20 10 density  0.20
numCustomers: 20
numProducts: 10
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
1 0 0 0 1 0 1 0 1 0 
1 0 0 1 1 0 1 1 1 0 
1 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
1 0 1 1 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 1 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 0 
1 0 0 1 0 1 1 0 0 0 
0 1 1 0 0 1 0 0 0 0 
Best sequence:
0 1 3 6 5 2 7 9 4 8 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 
1 0 0 1 0 0 0 0 1 1 
1 0 1 1 0 0 1 0 1 1 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 1 0 
1 0 1 0 0 1 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 1 1 0 0 1 0 0 
0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 
1 0 0 0 0 0 0 1 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 1 
1 0 1 1 1 0 0 0 0 0 
0 1 0 0 1 1 0 0 0 0 
OpenStacks: 9
Took 0.9 seconds

buffer: HS problem 552 size 20 10 density  0.20
numCustomers: 20
numProducts: 10
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 0 0 1 
0 1 1 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 1 0 0 
1 0 0 0 0 1 1 0 0 0 
1 0 0 0 1 1 0 1 0 0 
1 0 0 1 1 0 0 0 0 0 
1 1 0 0 1 0 1 0 1 0 
0 0 0 0 1 0 1 0 1 1 
1 0 0 0 0 1 0 0 1 1 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 1 
1 0 0 0 0 1 0 0 0 0 
0 0 1 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 1 0 0 
1 1 0 0 0 0 0 0 0 1 
Best sequence:
0 5 6 8 9 4 3 1 2 7 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 1 1 
1 1 1 0 0 0 0 0 0 0 
1 1 0 0 0 1 0 0 0 1 
1 0 0 0 0 1 1 0 0 0 
1 0 1 1 0 1 0 1 0 0 
0 0 1 1 1 1 0 0 0 0 
1 1 0 1 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 1 0 0 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 1 0 0 0 1 
1 0 0 0 1 0 0 1 0 0 
OpenStacks: 9
Took 0.04 seconds

buffer: HS problem 553 size 20 10 density  0.20
numCustomers: 20
numProducts: 10
0 0 0 0 0 0 1 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 1 
0 1 0 0 0 0 0 0 1 0 
0 1 0 1 0 0 0 0 1 0 
1 1 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 1 0 0 
0 1 0 0 0 0 0 1 0 1 
0 0 0 0 0 1 0 1 0 0 
0 0 0 1 1 0 0 1 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 1 0 0 1 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 1 1 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 0 0 0 0 
Best sequence:
0 1 2 8 4 9 3 6 5 7 
0 0 0 0 0 0 0 1 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 1 1 1 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 1 0 1 0 0 1 0 0 0 
1 1 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 1 
0 1 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 1 0 1 0 0 1 
0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 1 1 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 
0 1 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 0 
OpenStacks: 9
Took 0.03 seconds

buffer: HS problem 554 size 20 10 density  0.20
numCustomers: 20
numProducts: 10
0 0 0 0 1 0 0 0 1 0 
1 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
1 0 0 0 1 0 1 0 1 1 
0 1 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 1 1 
0 1 0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 1 
0 0 1 1 0 0 0 0 0 0 
0 0 1 1 0 1 0 0 0 0 
0 1 0 0 1 0 1 1 0 1 
1 0 0 0 1 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 0 0 
Best sequence:
0 4 6 7 8 9 1 5 2 3 
0 1 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 
1 1 1 0 1 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 1 1 0 1 0 0 
0 0 0 0 1 0 1 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 0 0 1 1 1 
0 1 1 1 0 1 1 0 0 0 
1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
1 0 0 0 0 1 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 
OpenStacks: 9
Took 0.03 seconds

buffer: HS problem 555 size 20 10 density  0.20
numCustomers: 20
numProducts: 10
0 0 0 0 0 1 1 0 0 0 
0 0 1 1 0 0 0 0 0 1 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 1 0 1 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 1 0 0 0 0 
1 0 0 1 0 0 0 0 1 0 
