Solving by Dynamic Programming...
buffer: HS problem 2201 size 20 20 density  0.20
numCustomers: 20
numProducts: 20
1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 
0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 
0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1 
1 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 
0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 
0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 
Best sequence:
0 1 6 10 15 17 7 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
OpenStacks: 9
Took 4.7 seconds

buffer: HS problem 2202 size 20 20 density  0.20
numCustomers: 20
numProducts: 20
0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 
0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 1 0 0 
0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 
0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 
0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
