Solving by Dynamic Programming...
buffer: HS problem 2421 size 30 15 density  0.20
numCustomers: 30
numProducts: 15
1 0 0 0 1 1 0 0 1 0 0 0 0 1 1 
0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 
1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 
1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 
0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 
0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 
0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 
0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 
0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 
0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 
Best sequence:
0 3 4 9 10 13 11 6 12 8 14 2 5 7 1 
1 0 1 0 0 1 0 0 0 1 1 0 1 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 
1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 
0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 
1 1 0 1 0 0 0 1 1 1 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 
1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 
0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 
0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 
0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 
0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 
0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 
1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 
0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 
OpenStacks: 14
Took 1.69 seconds

buffer: HS problem 2422 size 30 15 density  0.20
numCustomers: 30
numProducts: 15
0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 
1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 
0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 
0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 
0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 
0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 
0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 
0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 
1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 
0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 
1 1 0 0 1 0 0 0 0 1 0 0 1 1 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 
0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 
0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 
1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 
0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 
Best sequence:
0 1 3 6 9 13 5 14 7 2 4 10 8 11 12 
0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 
1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 
0 1 0 1 0 0 0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 
0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 
