HS problem 551 size 20 10 density  0.20
20 10
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
1 0 0 0 1 0 1 0 1 0 
1 0 0 1 1 0 1 1 1 0 
1 0 0 0 0 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 0 
1 0 1 1 0 0 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 1 
0 0 0 0 1 0 0 0 1 1 
0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 1 
1 0 0 0 0 0 1 0 0 0 
0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 0 
1 0 0 1 0 1 1 0 0 0 
0 1 1 0 0 1 0 0 0 0 

HS problem 552 size 20 10 density  0.20
20 10
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 0 0 1 
0 1 1 0 0 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 1 0 0 
1 0 0 0 0 1 1 0 0 0 
1 0 0 0 1 1 0 1 0 0 
1 0 0 1 1 0 0 0 0 0 
1 1 0 0 1 0 1 0 1 0 
0 0 0 0 1 0 1 0 1 1 
1 0 0 0 0 1 0 0 1 1 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 1 
1 0 0 0 0 1 0 0 0 0 
0 0 1 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 1 0 0 
1 1 0 0 0 0 0 0 0 1 

HS problem 553 size 20 10 density  0.20
20 10
0 0 0 0 0 0 1 0 0 0 
0 0 1 0 1 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 1 
0 1 0 0 0 0 0 0 1 0 
0 1 0 1 0 0 0 0 1 0 
1 1 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 0 0 0 1 0 0 1 0 0 
0 1 0 0 0 0 0 1 0 1 
0 0 0 0 0 1 0 1 0 0 
0 0 0 1 1 0 0 1 0 0 
0 0 0 1 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 
0 1 0 0 1 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 0 
0 1 0 0 0 0 0 0 0 0 
0 1 1 1 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 0 0 
0 1 0 0 0 0 0 0 0 0 

HS problem 554 size 20 10 density  0.20
20 10
0 0 0 0 1 0 0 0 1 0 
1 0 0 0 0 0 0 0 0 0 
0 1 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 1 
1 0 0 0 1 0 1 0 1 1 
0 1 0 0 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 1 1 
0 1 0 0 0 0 0 0 1 0 
0 1 0 0 0 0 0 0 0 1 
0 0 1 1 0 0 0 0 0 0 
0 0 1 1 0 1 0 0 0 0 
0 1 0 0 1 0 1 1 0 1 
1 0 0 0 1 0 1 0 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 0 1 0 0 0 

HS problem 555 size 20 10 density  0.20
20 10
0 0 0 0 0 1 1 0 0 0 
0 0 1 1 0 0 0 0 0 1 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 1 0 1 0 0 
0 0 0 0 0 0 0 1 0 1 
0 0 0 0 0 1 0 0 0 0 
1 0 0 1 0 0 0 0 1 0 
1 0 1 0 0 0 0 1 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 1 1 0 0 1 1 0 1 
0 0 0 0 0 0 0 1 1 0 
0 0 0 1 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 0 1 0 0 0 0 1 0 
1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 0 1 
1 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 1 0 0 0 
0 0 1 0 0 1 0 0 0 1 

HS problem 556 size 20 10 density  0.20
20 10
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
1 0 0 0 1 0 0 0 0 0 
1 0 0 0 1 0 1 0 0 0 
0 1 1 0 0 1 0 0 0 0 
0 0 1 0 1 0 0 0 0 1 
0 0 0 0 0 1 0 1 0 0 
0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 1 1 
0 0 0 0 0 1 0 1 0 0 
0 0 0 1 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 1 
0 1 1 0 0 0 0 1 1 0 
0 0 0 0 0 0 1 0 0 0 
1 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 0 
0 0 0 1 0 1 0 0 0 0 
1 0 0 0 0 1 0 1 0 0 
0 1 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 0 

HS problem 557 size 20 10 density  0.20
20 10
0 1 0 0 1 0 0 0 0 0 
1 1 1 1 0 0 0 0 1 1 
0 1 0 0 1 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 1 0 1 0 
0 0 0 1 1 1 0 0 0 1 
0 0 0 1 0 1 1 1 0 1 
1 0 0 0 1 0 0 1 0 0 
0 1 0 0 0 0 1 0 0 1 
0 0 0 0 1 1 1 0 1 0 
1 0 0 0 0 0 0 0 0 1 
0 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 0 0 1 0 
0 1 1 0 0 0 0 1 1 0 
0 0 1 0 0 0 0 0 1 0 
1 0 0 0 1 0 0 0 0 1 
0 0 0 0 0 0 0 0 1 0 
1 0 0 0 1 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 
1 0 0 0 0 1 0 0 0 0 

HS problem 558 size 20 10 density  0.20
20 10
0 0 0 1 1 0 0 0 0 0 
0 0 0 1 0 0 1 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 1 1 0 1 
0 1 1 0 0 0 1 0 0 0 
0 0 0 1 1 0 1 1 0 0 
0 1 0 0 0 0 0 0 0 0 
0 0 0 1 0 0 0 1 0 1 
0 0 0 0 1 0 0 0 1 0 
1 0 0 1 0 0 0 0 0 0 
0 0 1 0 0 0 1 0 1 0 
0 0 1 1 0 0 0 0 1 0 
1 1 0 0 1 0 0 0 0 0 
0 0 1 0 0 0 0 0 1 0 
0 1 0 0 0 1 1 0 0 1 
0 0 0 0 0 0 1 0 0 0 
1 1 0 0 1 0 0 1 0 1 
0 0 0 0 1 1 0 0 1 0 
0 0 1 0 0 0 0 1 1 0 

HS problem 559 size 20 10 density  0.20
20 10
1 0 0 1 0 0 1 1 0 0 
0 0 0 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 0 1 0 
1 0 0 0 0 0 0 0 0 1 
0 0 0 0 0 1 0 1 0 1 
0 0 0 0 1 0 0 0 0 0 
0 1 0 1 0 0 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 
1 0 0 1 0 0 0 0 0 0 
0 0 0 0 1 0 1 0 0 0 
0 0 0 0 1 1 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
0 0 1 1 0 0 1 0 0 1 
0 0 1 0 0 1 1 0 0 0 
0 0 1 0 1 1 0 0 0 0 
0 0 1 0 0 1 0 0 0 0 
