HS problem 2201 size 20 20 density  0.20
20 20
1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 
0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 
0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 
0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 
0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1 
1 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 
0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 
0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 
0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 

HS problem 2202 size 20 20 density  0.20
20 20
0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 
0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 1 0 0 
0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 
0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 
0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 
0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 
0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 
0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 
0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 
0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 

HS problem 2203 size 20 20 density  0.20
20 20
0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 
0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 
0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 0 
0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 0 
0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 
0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 
1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 
1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 
0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 
1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 
